Table,Column,Position,Oracle_Data_Type,SQL_Server_Data_Type,GridName,GridID
R5CONDISCOUNTS,CDI_PK,1,"NUMBER(38,0)","numeric(30,0)",,
R5CONDITIONS,CND_CODE,1,VARCHAR2(4),nvarchar(4),,
R5CONDSCOREMATRIXSETUP,CMS_PK,1,"NUMBER(30,0)","numeric(30,0)",,
R5CONFIGSETTINGS,CFS_CODE,1,VARCHAR2(20),nvarchar(20),,
R5CONFIGSETTINGS,CFS_GROUP,2,VARCHAR2(12),nvarchar(12),,
R5CONFIGSETTINGS,CFS_USER,3,VARCHAR2(255),nvarchar(255),,
R5CONFIGSETTINGS,CFS_COMPTYPE,4,VARCHAR2(20),nvarchar(20),,
R5CONFIGSETTINGS,CFS_CONFIG,5,NUMBER,int,,
R5CONFIGSETTINGS,CFS_DESK,6,VARCHAR2(1),nvarchar(1),,
R5CONFT,CXX_CONTYPE,1,VARCHAR2(8),nvarchar(8),,
R5CONFT,CXX_CONTYPE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CONFT,CXX_LANG,3,VARCHAR2(2),nvarchar(2),,
R5CONNLOCK,CLK_OPERATIONID,1,VARCHAR2(128),nvarchar(128),,
R5CONPARTS,CPA_CONTRACT,1,VARCHAR2(30),nvarchar(30),,
R5CONPARTS,CPA_PART,2,VARCHAR2(30),nvarchar(30),,
R5CONPARTS,CPA_PART_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONTACTCENTEROPTIONS,COP_ORG,1,VARCHAR2(15),nvarchar(15),,
R5CONTACTINFO,CTI_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTACTINFOOBJECTS,CIO_CONTACTINFO,1,VARCHAR2(30),nvarchar(30),,
R5CONTACTINFOOBJECTS,CIO_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5CONTACTINFOOBJECTS,CIO_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONTACTRECORDOBJECTS,CRO_CTRCODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTACTRECORDOBJECTS,CRO_CTR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CONTACTRECORDOBJECTS,CRO_OBJECT,3,VARCHAR2(30),nvarchar(30),,
R5CONTACTRECORDOBJECTS,CRO_OBJECT_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CONTACTRECORDS,CTR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTACTRECORDS,CTR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CONTRACTADJUSTMENTS,CAD_PK,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTCHARGEDEFS,CCD_PK,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTCLAUSES,CCS_CONTRACT,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTCLAUSES,CCS_CONTRACTREVISION,2,"NUMBER(8,0)","numeric(8,0)",,
R5CONTRACTCLAUSES,CCS_CONTRACT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONTRACTCLAUSES,CCS_CLAUSE,4,VARCHAR2(8),nvarchar(8),,
R5CONTRACTCOMMODITIES,CTC_CONTRACT,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTCOMMODITIES,CTC_CONTRACTREVISION,2,"NUMBER(8,0)","numeric(8,0)",,
R5CONTRACTCOMMODITIES,CTC_CONTRACT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONTRACTCOMMODITIES,CTC_COMMODITY,4,VARCHAR2(15),nvarchar(15),,
R5CONTRACTDISCOUNTS,CDC_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTITEMS,CIT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTORSIGNOFF,CSO_PK,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTS,CON_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTSALESPRICE,CSP_PK,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTTEMPLATES,CTP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTTEMPLATES,CTP_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CONTRACTWOCRITERIA,CWC_CONTRACT,1,VARCHAR2(30),nvarchar(30),,
R5CONTRACTWOCRITERIA,CWC_CONTRACTREVISION,2,"NUMBER(8,0)","numeric(8,0)",,
R5CONTRACTWOCRITERIA,CWC_CONTRACT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONTRACTWOCRITERIA,CWC_MRC,4,VARCHAR2(15),nvarchar(15),,
R5CONTRACTWOCRITERIA,CWC_JOBTYPE,5,VARCHAR2(8),nvarchar(8),,
R5CONTRACTWOCRITERIA,CWC_CLASS,6,VARCHAR2(8),nvarchar(8),,
R5CONTRACTWOCRITERIA,CWC_CLASS_ORG,7,VARCHAR2(15),nvarchar(15),,
R5CONTYPECLAUSES,CCY_CONTYPE,1,VARCHAR2(8),nvarchar(8),,
R5CONTYPECLAUSES,CCY_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5CONTYPECLAUSES,CCY_CONTYPE_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CONVUOM,CNV_PART,1,VARCHAR2(30),nvarchar(30),,
R5CONVUOM,CNV_PART_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CONVUOM,CNV_SUPPLIER,3,VARCHAR2(30),nvarchar(30),,
R5CONVUOM,CNV_SUPPLIER_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CONVUOM,CNV_UOMFROM,5,VARCHAR2(30),nvarchar(30),,
R5CONVUOM,CNV_UOMTO,6,VARCHAR2(30),nvarchar(30),,
R5COPYBLDTPLDEFLIST,BDL_SESSIONID,1,VARCHAR2(30),nvarchar(30),,
R5COPYBLDTPLDEFLIST,BDL_SEQUENCE,2,"NUMBER(8,0)","numeric(8,0)",,
R5COPYBLDTPLDEFPARAMETERS,BDP_SESSIONID,1,VARCHAR2(30),nvarchar(30),,
R5COSTCODES,CST_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CREDITBALANCECHANGES,CBC_PK,1,NUMBER,"numeric(18,0)",,
R5CREDITCARDS,CRD_CODE,1,NUMBER,int,,
R5CREDITCARDUSERS,CCU_CODE,1,NUMBER,int,,
R5CREDITCARDUSERS,CCU_USER,2,VARCHAR2(255),nvarchar(255),,
R5CREWEMPLOYEES,CRE_PK,1,"NUMBER(38,0)","numeric(38,0)",,
R5CREWS,CRW_CODE,1,VARCHAR2(15),nvarchar(15),,
R5CREWS,CRW_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CRITINDEX,CRX_PK,1,NUMBER,int,,
R5CUACCOUNTINGCODES,CUA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUACCOUNTINGCODES,CUA_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATECOMPATIBLEUNITS,CEC_CUESTIMATE,1,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATECOMPATIBLEUNITS,CEC_CUESTIMATE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATECOMPATIBLEUNITS,CEC_SEQUENCENUMBER,3,"NUMBER(8,0)","numeric(8,0)",,
R5CUESTIMATEFERCUNITS,CEF_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATES,CUE_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATES,CUE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATESUPPLIERS,CES_CUESTIMATE,1,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATESUPPLIERS,CES_CUESTIMATE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATESUPPLIERS,CES_SUPPLIER,3,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATESUPPLIERS,CES_SUPPLIER_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATEWORKPOINTS,CWP_CUESTIMATE,1,VARCHAR2(30),nvarchar(30),,
R5CUESTIMATEWORKPOINTS,CWP_CUESTIMATE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUESTIMATEWORKPOINTS,CWP_WORKPOINT,3,VARCHAR2(30),nvarchar(30),,
R5CUFIXEDASSETCODES,CFC_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUFIXEDASSETCODES,CFC_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CULIBRARYCHILDREN,CUC_PK,1,VARCHAR2(30),nvarchar(30),,
R5CULIBRARYPARTS,CUP_PK,1,VARCHAR2(30),nvarchar(30),,
R5CULIBRARYSERVICES,CSV_PK,1,VARCHAR2(30),nvarchar(30),,
R5CULIBRARYTOOLS,CLT_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUOVERHEADCODES,CUO_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUOVERHEADCODES,CUO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CURRENCIES,CUR_CODE,1,VARCHAR2(3),nvarchar(3),,
R5CUSTOMERCONTRACTS,CCT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERCONTRACTS,CCT_REVISION,2,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERCONTRACTS,CCT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERINVOICEDETAILS,CID_INVOICE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERINVOICEDETAILS,CID_INVOICE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERINVOICEDETAILS,CID_INVOICE_REVISION,3,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERINVOICEDETAILS,CID_INVOICELINE,4,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERINVOICEERRORS,CIE_INVOICE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERINVOICEERRORS,CIE_INVOICE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERINVOICEERRORS,CIE_INVOICE_REVISION,3,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERINVOICEERRORS,CIE_INVOICELINE,4,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERINVOICEERRORS,CIE_ERROR,5,"NUMBER(2,0)","numeric(2,0)",,
R5CUSTOMERINVOICEITEMS,CII_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERINVOICERUNNING,CIR_DATE,1,DATE,datetime,,
R5CUSTOMERINVOICES,CIV_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERINVOICES,CIV_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERINVOICES,CIV_REVISION,3,"NUMBER(8,0)","numeric(8,0)",,
R5CUSTOMERRENTALS,CRT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERRENTALS,CRT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERREQUESTHISTORY,CRH_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYANSWERS,CSA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYEVENTS,SEV_PK,1,VARCHAR2(50),nvarchar(50),,
R5CUSTOMERSURVEYQUESTIONS,CSQ_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYRESPONSES,SER_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYS,CSU_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYS,CSU_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERSURVEYTRIGGERS,SVT_SURVEY,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMERSURVEYTRIGGERS,SVT_SURVEY_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CUSTOMERSURVEYTRIGGERS,SVT_ENTITY,3,VARCHAR2(4),nvarchar(4),,
R5CUSTOMERSURVEYTRIGGERS,SVT_STATUS,4,VARCHAR2(4),nvarchar(4),,
R5CUSTOMERSURVEYTRIGGERS,SVT_EMAILSOURCE,5,VARCHAR2(4),nvarchar(4),,
R5CUSTOMFIELDATTRIBUTES,CFA_PK,1,VARCHAR2(30),nvarchar(30),,
R5CUSTOMTEXTS,CTT_POOL,1,VARCHAR2(12),nvarchar(12),,
R5CUSTOMTEXTS,CTT_LANG,2,VARCHAR2(2),nvarchar(2),,
R5CUSTOMTEXTS,CTT_LENGTH,3,"NUMBER(3,0)","numeric(3,0)",,
R5DASHBOARDCONFIGS,DBC_GROUP,1,VARCHAR2(12),nvarchar(12),,
R5DASHBOARDCONFIGS,DBC_USER,2,VARCHAR2(255),nvarchar(255),,
R5DATABRIDGEERRORS,DBE_TRANSID,1,NUMBER,int,,
R5DATABRIDGESTATUS,DBS_KEYFIELD,1,VARCHAR2(20),nvarchar(20),,
R5DATACONVCUSTOMSTMTS,DCC_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVCUSTOMSTMTS,DCC_SEQID,2,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVCUSTOMSTMTS,DCC_OPERATIONRTYPE,3,VARCHAR2(4),nvarchar(4),,
R5DATACONVCUSTOMSTMTS,DCC_STMTRTYPE,4,VARCHAR2(4),nvarchar(4),,
R5DATACONVERSION,DTC_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVEXPRESSIONS,DXP_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVEXPRESSIONS,DXP_SEQID,2,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVEXPRESSIONS,DXP_DESTFIELD,3,VARCHAR2(30),nvarchar(30),,
R5DATACONVLIST,DCT_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVLIST,DCT_DESTTABLE,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVLOG,DLG_ID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVOPTION,DON_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVOPTION,DON_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVOPTIONTEXT,DXT_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVOPTIONTEXT,DXT_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVOPTIONTEXT,DXT_LANG,3,VARCHAR2(2),nvarchar(2),,
R5DATACONVPROD,DCP_PRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSEQ,DSQ_SEQID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSEQCUSTOM,DSC_SEQID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSEQCUSTOM,DSC_OPERATIONRTYPE,2,VARCHAR2(4),nvarchar(4),,
R5DATACONVSEQCUSTOM,DSC_STMTRTYPE,3,VARCHAR2(4),nvarchar(4),,
R5DATACONVSEQDETAILS,DSD_SEQID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSEQDETAILS,DSD_DESTFIELD,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVSEQGENERATOR,DSG_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5DATACONVSEQGENERATOR,DSG_FIELD,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVSUBEXPS,DSX_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSUBEXPS,DSX_SEQID,2,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSUBEXPS,DSX_DESTFIELD,3,VARCHAR2(30),nvarchar(30),,
R5DATACONVSUBEXPS,DSX_ORDER,4,"NUMBER(2,0)","numeric(2,0)",,
R5DATACONVSUBEXPSETUP,DSS_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSUBEXPSETUP,DSS_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVSUMDETAILS,DSL_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSUMDETAILS,DSL_SOURCETABLE,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVSUMDETAILS,DSL_RTYPE,3,VARCHAR2(4),nvarchar(4),,
R5DATACONVSUMMARY,DSU_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVSUMMARY,DSU_SOURCETABLE,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVXREFDEFAULT,DXD_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVXREFDEFAULT,DXD_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVXREFDEFAULT,DXD_SRCVALUE1,3,VARCHAR2(100),nvarchar(100),,
R5DATACONVXREFSETUP,DXS_SRCPRODUCTID,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVXREFSETUP,DXS_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVXREFVALUE,DXV_UPCODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5DATACONVXREFVALUE,DXV_OPTION,2,VARCHAR2(30),nvarchar(30),,
R5DATACONVXREFVALUE,DXV_SRCVALUE1,3,VARCHAR2(100),nvarchar(100),,
R5DATALAKEDELETE,DKD_SEQNUM,1,NUMBER,"numeric(38,0)",,
R5DATALAKETABLESNOTALLOWED,DLT_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5DCEQUIPMENTSELECTION,DCE_PK,1,VARCHAR2(30),nvarchar(30),,
R5DDDATASPY,DDS_DDSPYID,1,"NUMBER(14,0)","numeric(14,0)",,
R5DDFIELD,DDF_FIELDID,1,"NUMBER(14,0)","numeric(14,0)",,
R5DDSPYFILTERGROUPS,DFG_DDSPYID,1,"NUMBER(14,0)","numeric(14,0)",,
R5DDSPYFILTERGROUPS,DFG_GROUP,2,VARCHAR2(12),nvarchar(12),,
R5DDVALUE,DDV_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DDVALUE,DDV_MAPID,2,NUMBER,int,,
R5DEBCODESTRUCT,DCS_CUSTOMER,1,VARCHAR2(30),nvarchar(30),,
R5DEBCODESTRUCT,DCS_CODESTRUCTURE,2,VARCHAR2(100),nvarchar(100),,
R5DEBTORS,DEB_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DECAYCURVE,DCR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DECAYCURVE,DCR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5DECAYCURVEMARKOVMATRIX,DMM_PK,1,VARCHAR2(30),nvarchar(30),,
R5DECAYCURVEPOINTS,CPD_POINT,1,VARCHAR2(30),nvarchar(30),,
R5DEFAULTPAGELAYOUT,PLD_PAGENAME,1,VARCHAR2(40),nvarchar(40),,
R5DEFAULTPAGELAYOUT,PLD_ELEMENTID,2,VARCHAR2(40),nvarchar(40),,
R5DEFERREDACT,DFA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DELADDRESSES,DAD_CODE,1,VARCHAR2(20),nvarchar(20),,
R5DELIVERYADDRESSORGS,DAO_DELADDRESS,1,VARCHAR2(20),nvarchar(20),,
R5DELIVERYADDRESSORGS,DAO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5DEPARTMENTSECURITY,DSE_USER,1,VARCHAR2(255),nvarchar(255),,
R5DEPARTMENTSECURITY,DSE_MRC,2,VARCHAR2(15),nvarchar(15),,
R5DEPARTMENTSTRUCTURE,DPS_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DEPOTS,DEP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DEPOTS,DEP_ORG,2,VARCHAR2(15),nvarchar(15),,
R5DESCRIPTIONS,DES_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5DESCRIPTIONS,DES_CODE,2,VARCHAR2(255),nvarchar(255),,
R5DESCRIPTIONS,DES_ORG,3,VARCHAR2(15),nvarchar(15),,
R5DESCRIPTIONS,DES_LANG,4,VARCHAR2(2),nvarchar(2),,
R5DESCRIPTIONS,DES_RTYPE,5,VARCHAR2(4),nvarchar(4),,
R5DEVICES,DEV_CODE,1,VARCHAR2(12),nvarchar(12),,
R5DIACONVERSION,DCO_NOMSIZEINCH,1,NUMBER,"numeric(24,6)",,
R5DIACONVERSION,DCO_PIPING,2,VARCHAR2(20),nvarchar(20),,
R5DIACONVERSION,DCO_PIPINGREV,3,"NUMBER(4,0)","numeric(4,0)",,
R5DIAGNOSTICS,DIA_CODE,1,VARCHAR2(8),nvarchar(8),,
R5DIAGUSAGES,DIU_DIAG,1,VARCHAR2(8),nvarchar(8),,
R5DIAGUSAGES,DIU_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5DIAGUSAGES,DIU_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5DIAGUSAGES,DIU_REQM,4,VARCHAR2(8),nvarchar(8),,
R5DISCREPANCIES,DSP_SESSIONID,1,VARCHAR2(30),nvarchar(30),,
R5DISCREPANCIES,DSP_GISOBJID,2,VARCHAR2(30),nvarchar(30),,
R5DISCREPANCIES,DSP_MODIFIEDBY,3,VARCHAR2(1),nvarchar(1),,
R5DISPATCHES,SWD_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DISPATCHEVENTS,DIW_PK,1,VARCHAR2(30),nvarchar(30),,
R5DOCENTITIES,DAE_DOCUMENT,1,VARCHAR2(30),nvarchar(30),,
R5DOCENTITIES,DAE_CODE,2,VARCHAR2(255),nvarchar(255),,
R5DOCENTITIES,DAE_RENTITY,3,VARCHAR2(4),nvarchar(4),,
R5DOCKLINES,DKL_DCKCODE,1,VARCHAR2(30),nvarchar(30),,
R5DOCKLINES,DKL_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5DOCKRECEIPTS,DCK_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DOCMATRIX,DMX_WARRANTY,1,VARCHAR2(30),nvarchar(30),,
R5DOCMATRIX,DMX_RCOLUMN,2,VARCHAR2(4),nvarchar(4),,
R5DOCMATRIX,DMX_VALUE,3,VARCHAR2(24),nvarchar(24),,
R5DOCSIZES,DSZ_CODE,1,VARCHAR2(4),nvarchar(4),,
R5DOCTYPES,DOT_EXT,1,VARCHAR2(10),nvarchar(10),,
R5DOCUMENTS,DOC_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DOCUMENTUPLOADHISTORY,DUH_PK,1,"NUMBER(30,0)","numeric(30,0)",,
R5DRIVERCTRL,DRV_CODE,1,VARCHAR2(10),nvarchar(10),,
R5DRIVERCTRL,DRV_QUEUE,2,VARCHAR2(2),nvarchar(2),,
R5DUALCONVHEADER,DCH_BATCH,1,"NUMBER(6,0)","numeric(6,0)",,
R5DUXDEFAULTEXCEPTIONS,DDE_PAGENAME,1,VARCHAR2(40),nvarchar(40),,
R5DUXDEFAULTEXCEPTIONS,DDE_ELEMENTID,2,VARCHAR2(60),nvarchar(60),,
R5DUXLAYOUT,DXL_USERGROUP,1,VARCHAR2(12),nvarchar(12),,
R5DUXLAYOUT,DXL_PAGENAME,2,VARCHAR2(40),nvarchar(40),,
R5DUXLAYOUT,DXL_ELEMENTID,3,VARCHAR2(60),nvarchar(60),,
R5DWBUDGETKEYS,KBU_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWBUDGETS,ZBU_KEY,1,NUMBER,int,,
R5DWDATAMARTDIMENSIONS,DMD_DMTTABLE,1,VARCHAR2(30),nvarchar(30),,
R5DWDATAMARTDIMENSIONS,DMD_DIMTABLE,2,VARCHAR2(30),nvarchar(30),,
R5DWDATAMARTS,DMT_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5DWDATE,DWD_DATEKEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWDATES,ZDT_KEY,1,NUMBER,int,,
R5DWDIMENSIONFIELDS,DMF_FIELD,1,VARCHAR2(30),nvarchar(30),,
R5DWDIMENSIONS,DIM_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5DWENTITIES,ZEN_KEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWETLDATAMARTS,ETL_DIMTABLE,1,VARCHAR2(30),nvarchar(30),,
R5DWETLDATAMARTS,ETL_DMTTABLE,2,VARCHAR2(30),nvarchar(30),,
R5DWETLDATAMARTS,ETL_MODULE,3,VARCHAR2(8),nvarchar(8),,
R5DWETLRUNERRORLOG,ELG_RUNNUMBER,1,NUMBER,"numeric(38,0)",,
R5DWETLRUNERRORLOG,ELG_SEQUENCE,2,NUMBER,"numeric(38,0)",,
R5DWETLRUNLOG,RLG_RUNNUMBER,1,NUMBER,int,,
R5DWETLRUNLOGDETAIL,LGD_LOGRUNNUMBER,1,NUMBER,int,,
R5DWETLRUNLOGDETAIL,LGD_SEQUENCE,2,NUMBER,int,,
R5DWFACTFIELDS,FFL_FIELD,1,VARCHAR2(30),nvarchar(30),,
R5DWINDEXES,IDX_INDEXNAME,1,VARCHAR2(30),nvarchar(30),,
R5DWMATLTRANSTYPES,ZMT_KEY,1,NUMBER,int,,
R5DWMETASTATUSES,DMS_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5DWMETASTATUSES,DMS_FIELD,2,VARCHAR2(30),nvarchar(30),,
R5DWMETERS,ZME_KEY,1,"NUMBER(38,0)",int,,
R5DWMRCS,ZMR_KEY,1,NUMBER,int,,
R5DWOBJECTKEYS,KOB_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWOBJECTKEYS,KOB_ORGCODE,2,VARCHAR2(15),nvarchar(15),,
R5DWOBJECTS,ZOB_KEY,1,NUMBER,int,,
R5DWOCCUPATIONTYPES,ZOT_KEY,1,NUMBER,int,,
R5DWORDERLINETYPES,ZOL_KEY,1,NUMBER,int,,
R5DWORG,DWO_ORGKEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWORGANIZATIONS,ZOR_KEY,1,NUMBER,int,,
R5DWPARTCLASSES,ZPC_KEY,1,NUMBER,int,,
R5DWPARTS,ZPA_KEY,1,NUMBER,int,,
R5DWPERSONNEL,ZPE_KEY,1,NUMBER,int,,
R5DWPURCHASEORDERKEYS,KPO_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWPURCHASEORDERKEYS,KPO_ORGCODE,2,VARCHAR2(15),nvarchar(15),,
R5DWPURCHASEORDERS,ZPO_KEY,1,NUMBER,int,,
R5DWRUNCTRL,DWC_RUNCTRLKEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWRUNLOG,DWL_RUNLOGKEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWSERVICEREQUESTKEYS,KSR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWSERVICEREQUESTS,ZSR_KEY,1,NUMBER,int,,
R5DWSTATUSES,ZST_KEY,1,"NUMBER(38,0)","numeric(38,0)",,
R5DWSTORES,ZSO_KEY,1,NUMBER,int,,
R5DWSUPPLIERKEYS,KSU_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWSUPPLIERKEYS,KSU_ORGCODE,2,VARCHAR2(15),nvarchar(15),,
R5DWSUPPLIERS,ZSU_KEY,1,NUMBER,int,,
R5DWTMPINVENTORYTURNS,ZTI_DATEKEY,1,NUMBER,int,,
R5DWTMPINVENTORYTURNS,ZTI_STOREKEY,2,NUMBER,int,,
R5DWTMPINVENTORYTURNS,ZTI_ORGKEY,3,NUMBER,int,,
R5DWTMPINVENTORYTURNS,ZTI_PARTCLASSKEY,4,NUMBER,int,,
R5DWTMPPARTS,ZTP_PART,1,VARCHAR2(30),nvarchar(30),,
R5DWTMPPARTS,ZTP_PARTORG,2,VARCHAR2(15),nvarchar(15),,
R5DWTMPPARTS,ZTP_STORE,3,VARCHAR2(15),nvarchar(15),,
R5DWTMPPARTS,ZTP_STOREORG,4,VARCHAR2(15),nvarchar(15),,
