tkd_trans,tkd_promptdata1,tkd_promptdata2,tkd_promptdata3,tkd_promptdata4,tkd_promptdata5,tkd_promptdata6,tkd_promptdata7,tkd_promptdata8
LDOC,33845,PART,PART,*,*,3738#BCRTC,+,+
LDOC,33846,PART,PART,*,*,3739#BCRTC,+,+
LDOC,33847,PART,PART,*,*,3740#BCRTC,+,+
LDOC,33848,PART,PART,*,*,3741#BCRTC,+,+
LDOC,33849,PART,PART,*,*,3742#BCRTC,+,+
LDOC,33850,PART,PART,*,*,3749#BCRTC,+,+
LDOC,33851,PART,PART,*,*,3750#BCRTC,+,+
LDOC,33852,PART,PART,*,*,3751#BCRTC,+,+
LDOC,33853,PART,PART,*,*,3752#BCRTC,+,+
LDOC,33854,PART,PART,*,*,3753#BCRTC,+,+
LDOC,33855,PART,PART,*,*,3754#BCRTC,+,+
LDOC,33856,PART,PART,*,*,3756#BCRTC,+,+
LDOC,33857,PART,PART,*,*,3757#BCRTC,+,+
LDOC,33858,PART,PART,*,*,3758#BCRTC,+,+
LDOC,33859,PART,PART,*,*,3759#BCRTC,+,+
LDOC,33860,PART,PART,*,*,3761#BCRTC,+,+
LDOC,33861,PART,PART,*,*,3762#BCRTC,+,+
LDOC,33862,PART,PART,*,*,3763#BCRTC,+,+
LDOC,33863,PART,PART,*,*,3764#BCRTC,+,+
LDOC,33864,PART,PART,*,*,11045#BCRTC,+,+
LDOC,33865,PART,PART,*,*,3765#BCRTC,+,+
LDOC,33866,PART,PART,*,*,3766#BCRTC,+,+
LDOC,33867,PART,PART,*,*,3767#BCRTC,+,+
LDOC,33868,PART,PART,*,*,3768#BCRTC,+,+
LDOC,33869,PART,PART,*,*,3769#BCRTC,+,+
LDOC,33870,PART,PART,*,*,3770#BCRTC,+,+
LDOC,33871,PART,PART,*,*,3771#BCRTC,+,+
LDOC,33872,PART,PART,*,*,3772#BCRTC,+,+
LDOC,33873,PART,PART,*,*,3773#BCRTC,+,+
LDOC,33874,PART,PART,*,*,3774#BCRTC,+,+
LDOC,33875,PART,PART,*,*,3775#BCRTC,+,+
LDOC,33876,PART,PART,*,*,3776#BCRTC,+,+
LDOC,33877,PART,PART,*,*,3777#BCRTC,+,+
LDOC,33878,PART,PART,*,*,3778#BCRTC,+,+
LDOC,33879,PART,PART,*,*,3779#BCRTC,+,+
LDOC,33880,PART,PART,*,*,3781#BCRTC,+,+
LDOC,33881,PART,PART,*,*,3782#BCRTC,+,+
LDOC,33882,PART,PART,*,*,3783#BCRTC,+,+
LDOC,33883,PART,PART,*,*,3784#BCRTC,+,+
LDOC,33884,PART,PART,*,*,3785#BCRTC,+,+
LDOC,33885,PART,PART,*,*,3786#BCRTC,+,+
LDOC,33886,PART,PART,*,*,3787#BCRTC,+,+
LDOC,33887,PART,PART,*,*,3789#BCRTC,+,+
LDOC,33888,PART,PART,*,*,3790#BCRTC,+,+
LDOC,33889,PART,PART,*,*,3791#BCRTC,+,+
LDOC,33890,PART,PART,*,*,3792#BCRTC,+,+
LDOC,33891,PART,PART,*,*,3793#BCRTC,+,+
LDOC,33892,PART,PART,*,*,3794#BCRTC,+,+
LDOC,33893,PART,PART,*,*,3795#BCRTC,+,+
LDOC,33894,PART,PART,*,*,3796#BCRTC,+,+
LDOC,33895,PART,PART,*,*,3797#BCRTC,+,+
LDOC,33896,PART,PART,*,*,3800#BCRTC,+,+
LDOC,33897,PART,PART,*,*,3801#BCRTC,+,+
LDOC,33898,PART,PART,*,*,3802#BCRTC,+,+
LDOC,33899,PART,PART,*,*,3803#BCRTC,+,+
LDOC,33900,PART,PART,*,*,3804#BCRTC,+,+
LDOC,33901,PART,PART,*,*,3805#BCRTC,+,+
LDOC,33902,PART,PART,*,*,3808#BCRTC,+,+
LDOC,33903,PART,PART,*,*,3809#BCRTC,+,+
LDOC,33904,PART,PART,*,*,3810#BCRTC,+,+
LDOC,33905,PART,PART,*,*,3812#BCRTC,+,+
LDOC,33906,PART,PART,*,*,3816#BCRTC,+,+
