msds,partNumber,Original_FileName,legacy_part_number,Document,desc,tkd_trans,tkd_promptdata1,tkd_promptdata2,tkd_promptdata3,tkd_promptdata4,tkd_promptdata5,tkd_promptdata6,tkd_promptdata7,tkd_promptdata8
0195,18296,msds0195_202305022004.pdf,A08-13-0108-016,32909," COMPOUND, DIELECTRIC GEL",LDOC,,PART,PART,*,*,18296#BCRTC,+,+
0197,20668,msds0197_202305022004.pdf,M43-17-0000-086,32910," ADHESIVE, 3M SCOTCHGRIP",LDOC,,PART,PART,*,*,20668#BCRTC,+,+
0198,20997,msds0198_202305022004.pdf,E04-90-0590-051,32911," DEODORIZER, M-CHEM DIGES",LDOC,,PART,PART,*,*,20997#BCRTC,+,+
0199,10167,msds0199_202305022004.pdf,M43-17-0000-061,32912," ADHESIVE, PCU BUS BAR",LDOC,,PART,PART,*,*,10167#BCRTC,+,+
0200,10167,msds0200_202305022004.pdf,M43-17-0000-061,32914," ADHESIVE, PCU BUS BAR",LDOC,,PART,PART,*,*,10167#BCRTC,+,+
0201,18066,msds0201_202305022004.pdf,M40-85-0000-055,32916," CLEANER, SUPER CONTACT (",LDOC,,PART,PART,*,*,18066#BCRTC,+,+
0202,5270,msds0202_202305022004.pdf,M40-57-0000-034,32917," OIL",LDOC,,PART,PART,*,*,5270#BCRTC,+,+
0204,5319,msds0204_202305022004.pdf,M43-17-0000-020,32919," ADHESIVE, LOCTITE 330 DE",LDOC,,PART,PART,*,*,5319#BCRTC,+,+
0205,8819,msds0205_202305022004.pdf,M40-57-0000-014,32920," LUBRICANT, MOOVIT",LDOC,,PART,PART,*,*,8819#BCRTC,+,+
0206,21021,msds0206_202305022004.pdf,M43-17-0000-088,32921,"ADHESIVE, LOCTITE #414",LDOC,,PART,PART,*,*,21021#BCRTC,+,+
0207,5246,msds0207_202305022004.pdf,M43-17-0000-006,32922," COMPOUND, LEAK DETECTOR",LDOC,,PART,PART,*,*,5246#BCRTC,+,+
0211,5314,msds0211_202305022004.pdf,M43-17-0000-068,32924," ADHESIVE, EPOXY PTCH KIT",LDOC,,PART,PART,*,*,5314#BCRTC,+,+
0214,23192,msds0214_202305022004.pdf,A02-02-0503-002,32927," PAINT, STANCHION YELLOW",LDOC,,PART,PART,*,*,23192#BCRTC,+,+
0220,5245,msds0220_202305022004.pdf,M43-17-0000-005,32928," COMPOUND, TECTYL 121-B",LDOC,,PART,PART,*,*,5245#BCRTC,+,+
0222,3703,msds0222_202305022004.pdf,E04-92-4057-611,32930," OIL, ESCALATOR BUCKET",LDOC,,PART,PART,*,*,3703#BCRTC,+,+
0223,9891,msds0223_202305022004.pdf,M40-57-0000-016,32932," LUBRICANT, AD2000 14oz",LDOC,,PART,PART,*,*,9891#BCRTC,+,+
0224,12756,msds0224_202305022004.pdf,M43-17-0000-051,32933," PRIMER, B66 A1320",LDOC,,PART,PART,*,*,12756#BCRTC,+,+
0228,20393,msds0228_202305022004.pdf,M40-57-0000-063,32936," GREASE, TRC#880 #1-429ML",LDOC,,PART,PART,*,*,20393#BCRTC,+,+
0229,20822,msds0229_202305022004.pdf,M52-02-0000-079,32937," WIPES, MONSTER/MULTI PUR",LDOC,,PART,PART,*,*,20822#BCRTC,+,+
0230,14577,msds0230_202305022004.pdf,M43-17-0000-074,32938,"COMPOUND, RUBBING",LDOC,,PART,PART,*,*,14577#BCRTC,+,+
0232,20998,msds0232_202305022004.pdf,G07-87-0787-034,32939," DEODORZIER, DENEUTRA-0 1",LDOC,,PART,PART,*,*,20998#BCRTC,+,+
0234,9490,msds0234_202305022004.pdf,M40-85-0000-003,32940," DEVELOPER, MAGNAFLUX",LDOC,,PART,PART,*,*,9490#BCRTC,+,+
0235,9489,msds0235_202305022004.pdf,M40-85-0000-002,32941," PENETRANT, DYE MAGNAFLUX",LDOC,,PART,PART,*,*,9489#BCRTC,+,+
0236,9491,msds0236_202305022004.pdf,M40-85-0000-004,32943," CLEANER, MAGNAFLUX",LDOC,,PART,PART,*,*,9491#BCRTC,+,+
0237,16720,msds0237_202305022004.pdf,M43-17-0000-076,32944," FLUID, BAND SAW",LDOC,,PART,PART,*,*,16720#BCRTC,+,+
0238,21032,msds0238_202305022004.pdf,M43-17-0000-089,32945," SEALANT, PERMATEX AVIATI",LDOC,,PART,PART,*,*,21032#BCRTC,+,+
0240,4889,msds0240_202305022004.pdf,M18-62-0000-023,32946," THINNER, PAINT 4L",LDOC,,PART,PART,*,*,4889#BCRTC,+,+
0241,20534,msds0241_202305022004.pdf,G07-87-0787-026,32947,"SOLUTION, BUFFER PH10",LDOC,,PART,PART,*,*,20534#BCRTC,+,+
0242,20535,msds0242_202305022004.pdf,G07-87-0787-027,32948,"SOLUTION, BUFFER PH07",LDOC,,PART,PART,*,*,20535#BCRTC,+,+
0243,20536,msds0243_202305022004.pdf,G07-87-0787-028,32949,"SOLUTION, BUFFER PH04",LDOC,,PART,PART,*,*,20536#BCRTC,+,+
0255,5338,msds0255_202305022008.pdf,M18-64-0000-010,32952," COMPOUND, FORM-A-THREAD",LDOC,,PART,PART,*,*,5338#BCRTC,+,+
0256,5338,msds0256_202305022008.pdf,M18-64-0000-010,32953," COMPOUND, FORM-A-THREAD",LDOC,,PART,PART,*,*,5338#BCRTC,+,+
0257,5338,msds0257_202305022008.pdf,M18-64-0000-010,32954," COMPOUND, FORM-A-THREAD",LDOC,,PART,PART,*,*,5338#BCRTC,+,+
0258,2613,msds0258_202305022008.pdf,C00-01-0301-455,32955,"JOINT, EPOXY BONDED RAIL",LDOC,,PART,PART,*,*,2613#BCRTC,+,+
0259,2613,msds0259_202305022008.pdf,C00-01-0301-455,32956,"JOINT, EPOXY BONDED RAIL",LDOC,,PART,PART,*,*,2613#BCRTC,+,+
0260,12409,msds0260_202305022008.pdf,M43-17-0000-049,32957," COMPOUND, HYD ADDITIVE",LDOC,,PART,PART,*,*,12409#BCRTC,+,+
0261,31362,msds0261_202305022008.pdf,C00-01-0301-004,32958," JOINT, EXPANSION KIT P1",LDOC,,PART,PART,*,*,31362#BCRTC,+,+
0262,31363,msds0262_202305022233.pdf,C00-01-0301-005,33775," JOINT, EXPANSION KIT P2",LDOC,,PART,PART,*,*,31363#BCRTC,+,+
0265,20943,msds0265_202305022008.pdf,M28-44-0000-059,32960,"PUTTY, FIRESTOP",LDOC,,PART,PART,*,*,20943#BCRTC,+,+
0266,5334,msds0266_202305022008.pdf,M43-17-0000-039,32962," SEALANT, LOCTITE 545 50M",LDOC,,PART,PART,*,*,5334#BCRTC,+,+
0268,12505,msds0268_202305022008.pdf,A11-04-0203-023,32963,"ACTIVATOR, FOR 324-30",LDOC,,PART,PART,*,*,12505#BCRTC,+,+
0270,4891,msds0270_202305022233.pdf,M18-62-0000-025,33774," VARNISH, INS GLYPTAL 4-L",LDOC,,PART,PART,*,*,4891#BCRTC,+,+
0271,21191,msds0271_202305022008.pdf,M40-57-0000-066,32964," GREASE, TRC #0-429ML TUB",LDOC,,PART,PART,*,*,21191#BCRTC,+,+
0272,24388,msds0272_202305022008.pdf,M40-57-0000-073,32965," OIL, TREATMENT STP 400ML",LDOC,,PART,PART,*,*,24388#BCRTC,+,+
0273,21201,msds0273_202305022008.pdf,M40-85-0000-071,32966," CLEANER, BATTERY MAINTEN",LDOC,,PART,PART,*,*,21201#BCRTC,+,+
0274,18654,msds0274_202305022008.pdf,M18-14-0000-005,32967," CONCRETE, HD-50",LDOC,,PART,PART,*,*,18654#BCRTC,+,+
0277,5286,msds0277_202305022008.pdf,M40-85-0000-018,32971," CLEANER, ELECT/ANTISTAT",LDOC,,PART,PART,*,*,5286#BCRTC,+,+
0279,5243,msds0279_202305022008.pdf,M18-64-0000-002,32973," SPRAY, COLD",LDOC,,PART,PART,*,*,5243#BCRTC,+,+
0281,7100,msds0281_202305022008.pdf,M52-02-0000-034,32976," CLEANER, HAND PERMATEX F",LDOC,,PART,PART,*,*,7100#BCRTC,+,+
0282,7168,msds0282_202305022008.pdf,M18-62-0000-001,32977," PAINT, ALUMINUM SPRAY",LDOC,,PART,PART,*,*,7168#BCRTC,+,+
0283,13496,msds0283_202305022008.pdf,M40-85-0000-036,32978," CLEANER, CONTACT",LDOC,,PART,PART,*,*,13496#BCRTC,+,+
0285,13521,msds0285_202305022008.pdf,M40-57-0000-050,32979," GREASE, KLUBER ISOFLEX T",LDOC,,PART,PART,*,*,13521#BCRTC,+,+
0286,22779,msds0286_202305031559.pdf,M43-17-0000-093,33924," PRIMER, 'T' LOCTITE 7471",LDOC,,PART,PART,*,*,22779#BCRTC,+,+
0287,22780,msds0287_202305022008.pdf,M43-17-0000-094,32980," COMPOUND, RETAINING LOCT",LDOC,,PART,PART,*,*,22780#BCRTC,+,+
0288,5278,msds0288_202305022008.pdf,M40-85-0000-009,32981," DEGREASER, PRESOLVE",LDOC,,PART,PART,*,*,5278#BCRTC,+,+
0289,10030,msds0289_202305022008.pdf,M40-85-0000-008,32982," DEGREASER, PRESOLVE",LDOC,,PART,PART,*,*,10030#BCRTC,+,+
0290,23894,msds0290_202305022008.pdf,M40-57-0000-071,32983," GREASE, THERMAL COMPOUND",LDOC,,PART,PART,*,*,23894#BCRTC,+,+
0291,9012,msds0291_202305022008.pdf,M43-17-0000-013,32984," SCOTCHGUARD",LDOC,,PART,PART,*,*,9012#BCRTC,+,+
0292,5171,msds0292_202305022008.pdf,M38-03-0000-030,32985," OINTMENT, BURN",LDOC,,PART,PART,*,*,5171#BCRTC,+,+
0294,20284,msds0294_202305031624.pdf,M43-17-0000-084,34042," ADHESIVE, PLIOGRIP 7770-",LDOC,,PART,PART,*,*,20284#BCRTC,+,+
0299,14169,msds0299_202305022008.pdf,M52-02-0000-066,32987," CLEANER, HAND 15oz.",LDOC,,PART,PART,*,*,14169#BCRTC,+,+
0300,13876,msds0300_202305022008.pdf,M40-85-0000-038,32988," PENETRANT, LST",LDOC,,PART,PART,*,*,13876#BCRTC,+,+
0301,25255,msds0301_202305022008.pdf,M18-62-0000-067,32989," VARNISH, ELECTRICAL SPRA",LDOC,,PART,PART,*,*,25255#BCRTC,+,+
0302,24493,msds0302_202305031624.pdf,M43-17-0000-101,34039," THREADLOCKER, LOCTITE 26",LDOC,,PART,PART,*,*,24493#BCRTC,+,+
0305,25270,msds0305_202305022008.pdf,A11-13-0403-010,32990," ADHESIVE, ACRYLIC",LDOC,,PART,PART,*,*,25270#BCRTC,+,+
0307,19576,msds0307_202305022008.pdf,A11-19-0403-005,32991," ADHESIVE, 310 URETHANE 1",LDOC,,PART,PART,*,*,19576#BCRTC,+,+
0308,19576,msds0308_202305022008.pdf,A11-19-0403-005,32993," ADHESIVE, 310 URETHANE 1",LDOC,,PART,PART,*,*,19576#BCRTC,+,+
0314,5239,msds0314_202305022008.pdf,M40-08-0000-001,32997," ANTIFREEZE, AUTO",LDOC,,PART,PART,*,*,5239#BCRTC,+,+
0314,5240,msds0314_202305022008.pdf,M40-08-0000-002,32997," ANTIFREEZE, HD MOBIL",LDOC,,PART,PART,*,*,5240#BCRTC,+,+
0318,5153,msds0318_202305022011.pdf,M38-03-0000-012,33000," WIPES, SANI-COM",LDOC,,PART,PART,*,*,5153#BCRTC,+,+
0320,5253,msds0320_202305022011.pdf,M43-17-0000-011,33002," AIR, PRESS AIRJET II",LDOC,,PART,PART,*,*,5253#BCRTC,+,+
0321,6865,msds0321_202305022011.pdf,M38-40-0000-021,33004," SOLUTION, LENS ANTI-FOG",LDOC,,PART,PART,*,*,6865#BCRTC,+,+
0322,14516,msds0322_202305022011.pdf,M40-57-0000-057,33005," LUBRICANT, O-RING SUPER",LDOC,,PART,PART,*,*,14516#BCRTC,+,+
0327,9667,msds0327_202305022011.pdf,M52-02-0000-002,33006," CLEANER, PRECISION CLEAN",LDOC,,PART,PART,*,*,9667#BCRTC,+,+
0330,24532,msds0330_202305022011.pdf,M52-02-0000-099,33007," CLEANER, HAND KRESTO",LDOC,,PART,PART,*,*,24532#BCRTC,+,+
0332,5272,msds0332_202305022011.pdf,M40-57-0000-036,33008," OIL, #30 4L",LDOC,,PART,PART,*,*,5272#BCRTC,+,+
0335,5269,msds0335_202305022011.pdf,M40-57-0000-033,33010," OIL, ATF",LDOC,,PART,PART,*,*,5269#BCRTC,+,+
0338,8944,msds0338_202305022016.pdf,M40-14-0000-001,33011," KEROSENE",LDOC,,PART,PART,*,*,8944#BCRTC,+,+
0340,21742,msds0340_202305022016.pdf,M40-85-0000-076,33012," CLEANER, WARRIOR 1 GALLO",LDOC,,PART,PART,*,*,21742#BCRTC,+,+
0341,25666,msds0341_202305022016.pdf,M40-85-0000-085,33013," CLEANER, CONTACT TREATME",LDOC,,PART,PART,*,*,25666#BCRTC,+,+
0342,25532,msds0342_202305022016.pdf,M40-85-0000-084,33014," CLEANER, HEINKEL LOCTITE",LDOC,,PART,PART,*,*,25532#BCRTC,+,+
0345,5281,msds0345_202305022016.pdf,M40-57-0000-043,33016," OIL, MOBILCUT 102",LDOC,,PART,PART,*,*,5281#BCRTC,+,+
0346,24961,msds0346_202305022016.pdf,M43-17-0000-103,33017," ADHESIVE, LOCTITE 411",LDOC,,PART,PART,*,*,24961#BCRTC,+,+
0347,12331,msds0347_202305022016.pdf,M40-57-0000-047,33018," LUBRICANT, LPS-3",LDOC,,PART,PART,*,*,12331#BCRTC,+,+
0351,21159,msds0351_202305022016.pdf,M18-62-0000-055,33020," HARDENER, 946ml U280/U35",LDOC,,PART,PART,*,*,21159#BCRTC,+,+
0352,3702,msds0352_202305022016.pdf,E04-92-4057-606,33021," OIL, ESCALATOR CHAIN",LDOC,,PART,PART,*,*,3702#BCRTC,+,+
0353,23903,msds0353_202305022016.pdf,E04-97-0597-138,33022,&SHOE BRAKE CM 3&4,LDOC,,PART,PART,*,*,23903#BCRTC,+,+
0355,5622,msds0355_202305022016.pdf,M18-62-0000-011,33023," PRIMER, SELF ETCHING",LDOC,,PART,PART,*,*,5622#BCRTC,+,+
0356,21160,msds0356_202305022016.pdf,M18-62-0000-056,33025," RESIN, FIBERGLASS C/W HA",LDOC,,PART,PART,*,*,21160#BCRTC,+,+
0357,21160,msds0357_202305022016.pdf,M18-62-0000-056,33026," RESIN, FIBERGLASS C/W HA",LDOC,,PART,PART,*,*,21160#BCRTC,+,+
0365,12758,msds0365_202305022031.pdf,M18-62-0000-027,33155," PAINT, GRAY R-M LIMCO",LDOC,,PART,PART,*,*,12758#BCRTC,+,+
0365,12759,msds0365_202305022031.pdf,M18-62-0000-028,33155," PAINT, BLACK R-M LIMCO",LDOC,,PART,PART,*,*,12759#BCRTC,+,+
0367,24022,msds0367_202305022031.pdf,M18-62-0000-063,33158," PAINT, LIMCO BLACK AEROS",LDOC,,PART,PART,*,*,24022#BCRTC,+,+
0368,24023,msds0368_202305022031.pdf,M18-62-0000-064,33159," PAINT, LIMCO GREY AEROSO",LDOC,,PART,PART,*,*,24023#BCRTC,+,+
0375,24845,msds0375_202305022031.pdf,E04-96-0596-100,33161," OIL, HYDRAULIC DOVER DRU",LDOC,,PART,PART,*,*,24845#BCRTC,+,+
0390,8889,msds0390_202305022016.pdf,M43-17-0000-012,33033," PROTECTANT, ARMORALL",LDOC,,PART,PART,*,*,8889#BCRTC,+,+
0391,5882,msds0391_202305022016.pdf,M40-57-0000-018,33034," OIL, TWO CYCLE",LDOC,,PART,PART,*,*,5882#BCRTC,+,+
0400,10494,msds0400_202305022016.pdf,M40-57-0000-045,33037," LUBRICANT, TEFLON DRY",LDOC,,PART,PART,*,*,10494#BCRTC,+,+
0401,13609,msds0401_202305022016.pdf,B01-21-0100-035,33038," BATTERY, LITHIUM 3V CR20",LDOC,,PART,PART,*,*,13609#BCRTC,+,+
0402,23471,msds0402_202305022016.pdf,M18-62-0000-060,33039," PRIMER, COLORBUILD PLUS",LDOC,,PART,PART,*,*,23471#BCRTC,+,+
0408,5875,msds0408_202305022016.pdf,M43-17-0000-017,33041," PROPANE CYLINDER 14.1 oz",LDOC,,PART,PART,*,*,5875#BCRTC,+,+
0410,5917,msds0410_202305022016.pdf,M43-17-0000-030,33042," ADHESIVE, WHITE GLUE",LDOC,,PART,PART,*,*,5917#BCRTC,+,+
0411,4885,msds0411_202305022016.pdf,M18-62-0000-018,33043," PAINT, ENAMEL YELLOW",LDOC,,PART,PART,*,*,4885#BCRTC,+,+
0414,5254,msds0414_202305022016.pdf,M40-57-0000-001,33044," FLUID, HYD. BRAKE H.D.",LDOC,,PART,PART,*,*,5254#BCRTC,+,+
0415,5266,msds0415_202305022016.pdf,M40-57-0000-030,33045," OIL, HYD ENERPAC",LDOC,,PART,PART,*,*,5266#BCRTC,+,+
0417,5257,msds0417_202305022016.pdf,M40-57-0000-007,33048," GREASE, LUBRIPLATE CRTG",LDOC,,PART,PART,*,*,5257#BCRTC,+,+
0418,3701,msds0418_202305022016.pdf,E04-92-4057-600,33049," OIL, ESCALTOR GEAR BOX",LDOC,,PART,PART,*,*,3701#BCRTC,+,+
0419,5163,msds0419_202305022016.pdf,M38-03-0000-022,33050," PACK, COLD",LDOC,,PART,PART,*,*,5163#BCRTC,+,+
0420,5179,msds0420_202305022024.pdf,M38-35-0000-008,33101,"&EXTINGUISHER, D/CHEM 10#",LDOC,,PART,PART,*,*,5179#BCRTC,+,+
0420,5182,msds0420_202305022024.pdf,M38-35-0000-012,33101,"&EXTINGUISHER, D/CHEM 5#",LDOC,,PART,PART,*,*,5182#BCRTC,+,+
0420,5183,msds0420_202305022024.pdf,M38-35-0000-013,33101,"&EXTINGUISHER, D/CHEM 10#",LDOC,,PART,PART,*,*,5183#BCRTC,+,+
0420,10153,msds0420_202305022024.pdf,M38-35-0000-003,33101,"&EXTINGUISHER, D CHEM 20#",LDOC,,PART,PART,*,*,10153#BCRTC,+,+
0422,5879,msds0422_202305022024.pdf,M40-57-0000-013,33102," GREASE, SKF  200G",LDOC,,PART,PART,*,*,5879#BCRTC,+,+
0423,10374,msds0423_202305022024.pdf,M38-03-0000-010,33103," LOTION, DERMA SHIELD",LDOC,,PART,PART,*,*,10374#BCRTC,+,+
0426,26116,msds0426_202305022024.pdf,M43-17-0000-108,33104," ADHESIVE, LOCTITE 426",LDOC,,PART,PART,*,*,26116#BCRTC,+,+
0427,27980,msds0427_202305022024.pdf,M43-17-0000-111,33105," ADHESIVE, PL FAST GRAB",LDOC,,PART,PART,*,*,27980#BCRTC,+,+
0433,5975,msds0433_202305022024.pdf,M52-02-0000-043,33108," COMPOUND, SANI SWEEP",LDOC,,PART,PART,*,*,5975#BCRTC,+,+
0434,5361,msds0434_202305022024.pdf,M52-02-0000-017,33110,"SOAP, DISH DETERGENT 6L",LDOC,,PART,PART,*,*,5361#BCRTC,+,+
0436,5356,msds0436_202305022024.pdf,M52-02-0000-008,33112," DEODORANT, ODORMASTER",LDOC,,PART,PART,*,*,5356#BCRTC,+,+
0437,10333,msds0437_202305022024.pdf,C00-03-0303-042,33113," OIL, ENGINE  20LT PAIL",LDOC,,PART,PART,*,*,10333#BCRTC,+,+
0438,5154,msds0438_202305022024.pdf,M38-03-0000-013,33114," DISINFECTANT, PCS",LDOC,,PART,PART,*,*,5154#BCRTC,+,+
0439,21516,msds0439_202305022024.pdf,M18-62-0000-058,33116," PRIMER, COLOURBUILD PLUS",LDOC,,PART,PART,*,*,21516#BCRTC,+,+
0441,24184,msds0441_202305022024.pdf,M18-62-0000-065,33118," ACTIVATOR, COLORBUILD PL",LDOC,,PART,PART,*,*,24184#BCRTC,+,+
0442,21157,msds0442_202305022024.pdf,M18-62-0000-053,33119," HARDENER, COLOURBUILD PL",LDOC,,PART,PART,*,*,21157#BCRTC,+,+
0444,5268,msds0444_202305022024.pdf,M40-57-0000-032,33121," OIL, HYDRAULC SHELL",LDOC,,PART,PART,*,*,5268#BCRTC,+,+
0448,5967,msds0448_202305022024.pdf,M52-02-0000-035,33122," CLEANER, GERMICIDAL SPRA",LDOC,,PART,PART,*,*,5967#BCRTC,+,+
0451,6627,msds0451_202305022024.pdf,M52-02-0000-003,33126," BLEACH, JAVEX",LDOC,,PART,PART,*,*,6627#BCRTC,+,+
0452,5968,msds0452_202305022024.pdf,M52-02-0000-036,33127," CLEANER, DRAIN (ZONK)",LDOC,,PART,PART,*,*,5968#BCRTC,+,+
0453,9411,msds0453_202305022024.pdf,M40-57-0000-025,33128," OIL, NON-DETERGENT",LDOC,,PART,PART,*,*,9411#BCRTC,+,+
0455,5971,msds0455_202305022024.pdf,M52-02-0000-039,33131," CLEANER, GLASS",LDOC,,PART,PART,*,*,5971#BCRTC,+,+
0460,5881,msds0460_202305022024.pdf,M40-57-0000-017,33134," OIL, MOTOR",LDOC,,PART,PART,*,*,5881#BCRTC,+,+
0461,10541,msds0461_202305022024.pdf,G03-00-0700-109,33135," OIL, LUBRICATING FEBIS K",LDOC,,PART,PART,*,*,10541#BCRTC,+,+
0470,14582,msds0470_202305022024.pdf,M43-17-0000-075,33136," COMPOUND, RUBBING",LDOC,,PART,PART,*,*,14582#BCRTC,+,+
0476,5902,msds0476_202305022024.pdf,M43-14-0000-001,33139," CHALK, REEL LINE RED",LDOC,,PART,PART,*,*,5902#BCRTC,+,+
0481,10227,msds0481_202305022024.pdf,B00-07-0207-001,33140,"KIT, SPLICE ATC LOOP INL",LDOC,,PART,PART,*,*,10227#BCRTC,+,+
0490,20783,msds0490_202305022024.pdf,M18-62-0000-052,33143," PAINT, SHE-CRYL HPA YELL",LDOC,,PART,PART,*,*,20783#BCRTC,+,+
0493,5267,msds0493_202305022024.pdf,M40-57-0000-031,33145," OIL, HYDRAULIC BRAKE 205",LDOC,,PART,PART,*,*,5267#BCRTC,+,+
0495,6215,msds0495_202305022024.pdf,M95-70-0000-061,33146," PASTE, SOLDER FLUX",LDOC,,PART,PART,*,*,6215#BCRTC,+,+
0496,5609,msds0496_202305022024.pdf,M95-70-0000-039,33147," SOLDER",LDOC,,PART,PART,*,*,5609#BCRTC,+,+
0497,5608,msds0497_202305022024.pdf,M95-70-0000-038,33148," SOLDER",LDOC,,PART,PART,*,*,5608#BCRTC,+,+
0497,13110,msds0497_202305022024.pdf,M95-70-0000-070,33148," SOLDER, 60/40 RESIN CORE",LDOC,,PART,PART,*,*,13110#BCRTC,+,+
0503,5915,msds0503_202305022031.pdf,M43-17-0000-028,33163," ADHESIVE, CONTACT CEMENT",LDOC,,PART,PART,*,*,5915#BCRTC,+,+
0506,21158,msds0506_202305022031.pdf,M18-62-0000-054,33166," PAINT, SKYTRAIN WHITE U3",LDOC,,PART,PART,*,*,21158#BCRTC,+,+
0511,14615,msds0511_202305022031.pdf,G03-00-0700-119,33167," OIL, GEAR",LDOC,,PART,PART,*,*,14615#BCRTC,+,+
0514,17154,msds0514_202305022031.pdf,M18-62-0000-041,33170," PAINT, INT BEIGE C/W HAR",LDOC,,PART,PART,*,*,17154#BCRTC,+,+
0514,18042,msds0514_202305022031.pdf,M18-62-0000-042,33170," PAINT, INT. GREY C/W HAR",LDOC,,PART,PART,*,*,18042#BCRTC,+,+
0520,14609,msds0520_202305022031.pdf,M18-62-0000-036,33171," PAINT, SPRAY YELLOW GRIN",LDOC,,PART,PART,*,*,14609#BCRTC,+,+
0521,16582,msds0521_202305022031.pdf,M40-85-0000-044,33172," CLEANER, BRIGHT TEST LV",LDOC,,PART,PART,*,*,16582#BCRTC,+,+
0523,16800,msds0523_202305022031.pdf,M52-02-0000-071,33174," SOAP, ANTIBACTERIAL DEBO",LDOC,,PART,PART,*,*,16800#BCRTC,+,+
0525,18420,msds0525_202305022031.pdf,M40-85-0000-057,33176," CLEANER, LIFT 910L TOTE",LDOC,,PART,PART,*,*,18420#BCRTC,+,+
0526,17551,msds0526_202305022031.pdf,M43-17-0000-078,33177," FLUID, VANDAL SHIELD",LDOC,,PART,PART,*,*,17551#BCRTC,+,+
0527,20938,msds0527_202305022031.pdf,E04-96-0596-085,33178," OIL. HYD. DOVER ELEVATOR",LDOC,,PART,PART,*,*,20938#BCRTC,+,+
0530,16083,msds0530_202305022031.pdf,M40-85-0000-043,33179," CLEANER, S.S. PH4/5",LDOC,,PART,PART,*,*,16083#BCRTC,+,+
0536,27533,msds0536_202305022031.pdf,M40-57-0000-076,33185," GREASE, NITRO RED (COUPL",LDOC,,PART,PART,*,*,27533#BCRTC,+,+
0536,27655,msds0536_202305022031.pdf,M40-57-0000-077,33185," LUBRICANT, NITROLUBE 20L",LDOC,,PART,PART,*,*,27655#BCRTC,+,+
0537,28235,msds0537_202305022031.pdf,M18-62-0000-068,33186," PAINT, SKYTRAIN BLACK U3",LDOC,,PART,PART,*,*,28235#BCRTC,+,+
0539,27079,msds0539_202305022031.PDF,C00-01-0301-001,33188," IN KIT, BONDED JOINT EPO",LDOC,,PART,PART,*,*,27079#BCRTC,+,+
0540,23177,msds0540_202305022031.pdf,E04-90-0590-069,33189," BATTERY, 6V EMERG LIGHT",LDOC,,PART,PART,*,*,23177#BCRTC,+,+
0542,27763,msds0542_202305022031.pdf,M38-03-0000-058,33191," WIPES, DISINFECTANT",LDOC,,PART,PART,*,*,27763#BCRTC,+,+
0543,27810,msds0543_202305022031.pdf,M40-85-0000-087,33192,"CLEANER, WINDSHIELD WASHE",LDOC,,PART,PART,*,*,27810#BCRTC,+,+
0548,27846,msds0548_202305022031.pdf,M40-57-0000-079,33197," LUBRICANT, LOCTITE SILIC",LDOC,,PART,PART,*,*,27846#BCRTC,+,+
0549,18169,msds0549_202305031614.pdf,D00-31-0431-006,33997," GREASE, FAN MOTOR",LDOC,,PART,PART,*,*,18169#BCRTC,+,+
0550,27835,msds0550_202305031614.pdf,M40-85-0000-088,34006," DEGREASER, SLAP SHOT",LDOC,,PART,PART,*,*,27835#BCRTC,+,+
0551,10084,msds0551_202305031624.pdf,M40-57-0000-042,34031," LUBRICANT, NEVERSEEZ MOL",LDOC,,PART,PART,*,*,10084#BCRTC,+,+
0552,21974,msds0552_202305022016.pdf,E04-90-0590-511,33028,"FOR BRUSH, MOTOR MAC DOOR",LDOC,,PART,PART,*,*,21974#BCRTC,+,+
0556,27416,msds0556_202305031614.pdf,A11-29-0111-031,33980," ADHESIVE, SEAM",LDOC,,PART,PART,*,*,27416#BCRTC,+,+
0622,22053,msds0622_202305022057.pdf,M18-62-0000-059,33356," ACCELERATOR, 998 250ml",LDOC,,PART,PART,*,*,22053#BCRTC,+,+
0637,24598,msds0637_202305022034.pdf,M40-85-0000-081,33209," DEGREASER, PURPLE POWER",LDOC,,PART,PART,*,*,24598#BCRTC,+,+
0645,21138,msds0645_202305022057.pdf,M40-85-0000-067,33363," SOLVENT, SKY-SOL 20L",LDOC,,PART,PART,*,*,21138#BCRTC,+,+
0646,24599,msds0646_202305022057.pdf,C00-42-0342-043,33364," GREASE, SWITCH PLATE ENV",LDOC,,PART,PART,*,*,24599#BCRTC,+,+
0661,24447,msds0661_202305022050.pdf,M43-17-0000-098,33303," COMPOUND, NIKKEI JOINTIN",LDOC,,PART,PART,*,*,24447#BCRTC,+,+
0676,24680,msds0676_202305022050.pdf,M40-85-0000-082,33318,BARE BRICK STONE & MASONR,LDOC,,PART,PART,*,*,24680#BCRTC,+,+
0680,14778,msds0680_202305022050.pdf,M18-62-0000-037,33321," PAINT, INTERIOR WHITE C/",LDOC,,PART,PART,*,*,14778#BCRTC,+,+
0680,14779,msds0680_202305022050.pdf,M18-62-0000-038,33321," PAINT, INTERIOR RED C/W",LDOC,,PART,PART,*,*,14779#BCRTC,+,+
0680,24338,msds0680_202305022050.pdf,M18-62-0000-066,33321," PAINT, INTERIOR BLUE C/W",LDOC,,PART,PART,*,*,24338#BCRTC,+,+
0681,14778,msds0681_202305022050.pdf,M18-62-0000-037,33322," PAINT, INTERIOR WHITE C/",LDOC,,PART,PART,*,*,14778#BCRTC,+,+
